Station MAC, First time seen, Last time seen, Power, # packets, BSSID, Probed ESSIDs
22:EA:3D:87:AF:C5, 2018-05-31 10:35:57, 2018-05-31 10:35:57, -82,        1, (not associated) ,
D0:C5:F3:3D:93:A1, 2018-05-31 10:34:17, 2018-05-31 10:35:58, -90,       42, 40:CE:24:AF:4D:0D,PSU Secure
D0:C5:F3:BD:DE:5A, 2018-05-31 10:33:44, 2018-05-31 10:35:32, -76,       64, 04:C5:A4:C2:8B:42,PSU Secure
40:9C:28:7C:6D:0A, 2018-05-31 10:35:17, 2018-05-31 10:35:17, -77,        1, (not associated) ,PSU Secure
FA:9F:33:2B:E3:3C, 2018-05-31 10:35:22, 2018-05-31 10:35:22, -80,        4, (not associated) ,
B4:AE:2B:E1:3C:6D, 2018-05-31 10:31:52, 2018-05-31 10:35:18, -87,       12, (not associated) ,PSU Secure
42:A1:5D:7E:C2:7A, 2018-05-31 10:35:07, 2018-05-31 10:35:07, -77,        1, (not associated) ,
FA:26:68:15:4D:B0, 2018-05-31 10:35:09, 2018-05-31 10:35:10, -78,        2, (not associated) ,
5E:20:90:9C:82:8D, 2018-05-31 10:35:07, 2018-05-31 10:35:07, -82,        1, (not associated) ,
56:93:0F:80:FA:A6, 2018-05-31 10:35:09, 2018-05-31 10:35:09, -85,        5, (not associated) ,
3E:6B:14:8A:26:AF, 2018-05-31 10:34:57, 2018-05-31 10:34:58, -82,        3, (not associated) ,
1A:5D:CA:E4:30:19, 2018-05-31 10:34:56, 2018-05-31 10:34:56, -88,        1, (not associated) ,
AE:85:5F:C5:D7:A0, 2018-05-31 10:34:54, 2018-05-31 10:34:54, -88,        1, (not associated) ,
A6:71:4F:26:6F:1B, 2018-05-31 10:34:30, 2018-05-31 10:34:31, -67,        2, (not associated) ,
B6:73:04:4C:E0:9B, 2018-05-31 10:34:34, 2018-05-31 10:34:34, -71,        3, (not associated) ,
DA:A1:19:89:AC:E2, 2018-05-31 10:34:22, 2018-05-31 10:34:22, -90,        1, (not associated) ,
58:00:E3:FF:B9:8D, 2018-05-31 10:24:22, 2018-05-31 10:34:09, -82,       13, (not associated) ,PSU Secure
B4:F7:A1:BF:57:AB, 2018-05-31 10:34:10, 2018-05-31 10:34:10, -86,        1, (not associated) ,PSU
D6:5E:24:67:A6:1F, 2018-05-31 10:33:50, 2018-05-31 10:33:58, -62,        5, (not associated) ,
14:BD:61:A5:98:AD, 2018-05-31 10:32:55, 2018-05-31 10:33:56, -88,       42, 50:17:FF:9E:5D:C2,PSU Secure
80:58:F8:1F:DF:D2, 2018-05-31 10:33:43, 2018-05-31 10:33:44, -66,       11, (not associated) ,
B8:53:AC:0B:5E:B1, 2018-05-31 10:33:37, 2018-05-31 10:33:44, -89,        9, 7C:95:F3:CC:66:92,
80:58:F8:3C:E0:31, 2018-05-31 10:33:33, 2018-05-31 10:33:33, -68,        4, (not associated) ,
FC:42:03:CD:6B:3C, 2018-05-31 10:33:33, 2018-05-31 10:33:33, -73,        7, (not associated) ,gogoinflight
DA:A1:19:AC:99:FD, 2018-05-31 10:33:33, 2018-05-31 10:33:33, -89,        2, (not associated) ,
6C:8D:C1:2F:2A:CD, 2018-05-31 10:32:14, 2018-05-31 10:33:29, -90,       20, 04:C5:A4:C2:8B:40,PSU
80:5A:04:D1:E2:D4, 2018-05-31 10:22:52, 2018-05-31 10:33:22, -82,        2, (not associated) ,
1A:0F:09:EA:C5:E1, 2018-05-31 10:33:08, 2018-05-31 10:33:08, -80,        1, (not associated) ,
84:10:0D:C7:E1:D5, 2018-05-31 10:22:40, 2018-05-31 10:32:44, -53,       15, C0:62:6B:67:11:C0,
B2:49:75:10:F2:90, 2018-05-31 10:32:42, 2018-05-31 10:32:42, -61,        3, (not associated) ,
56:FA:F7:C4:62:9D, 2018-05-31 10:32:42, 2018-05-31 10:32:42, -68,        2, (not associated) ,
A4:5E:60:DD:1E:EF, 2018-05-31 10:24:32, 2018-05-31 10:32:34, -81,        3, (not associated) ,
CC:2D:B7:6D:6C:A7, 2018-05-31 10:32:32, 2018-05-31 10:32:33, -88,        3, F4:1F:C2:E6:5A:40,
B6:09:82:36:4E:56, 2018-05-31 10:32:33, 2018-05-31 10:32:33, -89,        1, (not associated) ,
D0:04:01:7A:8C:C4, 2018-05-31 10:32:32, 2018-05-31 10:32:32, -89,        1, (not associated) ,
DA:A1:19:D9:73:EF, 2018-05-31 10:32:21, 2018-05-31 10:32:21, -88,        1, (not associated) ,
82:FA:A2:57:2C:04, 2018-05-31 10:32:09, 2018-05-31 10:32:09, -83,        1, (not associated) ,
02:C0:7C:AC:DD:A9, 2018-05-31 10:31:55, 2018-05-31 10:31:56, -66,      140, (not associated) ,8D9ZB,Pickthorn,red lantern-Guest,Vinnie-5Ghz,AlbinaPress50,Socrates,SecretLab-5G,The Human Potatoes - Guest,EandAbrand,Culture36
DA:A1:19:2F:12:06, 2018-05-31 10:31:53, 2018-05-31 10:31:53, -83,        1, (not associated) ,
56:25:EC:EF:45:FA, 2018-05-31 10:31:43, 2018-05-31 10:31:43, -68,        8, (not associated) ,mastaff,hostel17,aline hostel
AE:58:D4:B6:CD:C3, 2018-05-31 10:31:43, 2018-05-31 10:31:43, -76,        2, (not associated) ,mastaff,hostel17
DA:A1:19:F9:18:95, 2018-05-31 10:31:41, 2018-05-31 10:31:41, -84,        1, (not associated) ,
40:B8:37:A0:1C:66, 2018-05-31 10:20:56, 2018-05-31 10:31:43, -85,        4, (not associated) ,
54:4E:90:C7:B9:54, 2018-05-31 10:31:41, 2018-05-31 10:31:41, -88,        1, (not associated) ,PSU
C8:3C:85:B5:2F:3C, 2018-05-31 10:31:14, 2018-05-31 10:31:41, -88,        5, F4:1F:C2:E6:5A:40,
1E:3C:10:FD:3F:83, 2018-05-31 10:31:32, 2018-05-31 10:31:32, -82,        1, (not associated) ,
3A:F7:F5:62:D1:42, 2018-05-31 10:31:18, 2018-05-31 10:31:18, -81,        1, (not associated) ,
DA:A1:19:D0:02:2B, 2018-05-31 10:31:17, 2018-05-31 10:31:17, -84,        4, (not associated) ,
4A:3B:63:78:1D:8C, 2018-05-31 10:31:18, 2018-05-31 10:31:18, -87,        1, (not associated) ,
80:58:F8:6B:C9:F6, 2018-05-31 10:31:06, 2018-05-31 10:31:06, -62,        7, (not associated) ,
FC:42:03:DC:87:C1, 2018-05-31 10:30:52, 2018-05-31 10:31:07, -82,        9, (not associated) ,PSU Guest,HOME-C07F-5.0,Khan
80:58:F8:C9:83:38, 2018-05-31 10:30:56, 2018-05-31 10:30:56, -57,        5, (not associated) ,
CE:39:33:6A:4B:E9, 2018-05-31 10:30:56, 2018-05-31 10:30:56, -74,        1, (not associated) ,
AE:E8:A9:BC:4C:C6, 2018-05-31 10:30:56, 2018-05-31 10:30:56, -82,        2, (not associated) ,
72:A1:0C:6D:CF:17, 2018-05-31 10:30:43, 2018-05-31 10:30:43, -66,        1, (not associated) ,
86:2A:0B:C5:B6:68, 2018-05-31 10:30:44, 2018-05-31 10:30:44, -87,        1, (not associated) ,
00:AE:FA:62:1A:92, 2018-05-31 10:30:34, 2018-05-31 10:30:34, -83,        1, (not associated) ,
